10500654,522,本商品單次購買10本8折464元
10500655,266,本商品單次購買10本9折252元
10500656,450,本商品單次購買10本8折400元
10500658,324,本商品單次購買10本8折288元
10500660,234,本商品單次購買10本8折208元
10500661,270,本商品單次購買10本8折240元
10500663,270,本商品單次購買10本8折240元
10500666,180,本商品單次購買10本8折160元
10500667,342,本商品單次購買10本8折304元
10500668,288,本商品單次購買10本8折256元
10500669,396,本商品單次購買10本85折374元
10500670,261,本商品單次購買10本8折232元
10500671,379,2021/12/12
10500672,221,2021/12/12
10500673,221,2021/12/12
10500674,162,本商品單次購買10本8折144元
10500675,221,2021/12/12
10500676,180,本商品單次購買10本8折160元
10500677,162,本商品單次購買10本8折144元
10500678,288,本商品單次購買10本85折272元
10500679,324,本商品單次購買10本8折288元
10500680,270,本商品單次購買10本8折240元
10500681,200,None
10500683,200,None
10500684,270,本商品單次購買10本8折240元
10500685,190,None
10500686,152,本商品單次購買10本8折135元
10500687,105,None
10500688,90,None
10500689,288,本商品單次購買10本8折256元
10500690,114,None
10500691,90,None
10500692,270,本商品單次購買10本8折240元
10500693,225,本商品單次購買10本85折213元
10500694,114,None
10500695,270,本商品單次購買10本8折240元
10500697,224,本商品單次購買10本8折199元
10500698,1259,本商品單次購買10本8折1119元
10500699,252,本商品單次購買10本8折224元
10500701,270,本商品單次購買10本8折240元
10500704,324,本商品單次購買10本8折288元
10500705,261,本商品單次購買10本85折247元
10500707,134,本商品單次購買10本8折119元
10500708,1277,本商品單次購買10本85折1206元
10500709,1188,本商品單次購買10本85折1122元
10500710,134,本商品單次購買10本8折119元
10500711,1836,本商品單次購買10本85折1734元
10500712,259,本商品單次購買10本85折245元
10500716,259,本商品單次購買10本85折245元
10500719,259,本商品單次購買10本85折245元
10500721,225,本商品單次購買10本8折200元
10500723,225,本商品單次購買10本85折213元
10500724,315,本商品單次購買10本85折298元
10500728,259,本商品單次購買10本85折245元
10500731,180,本商品單次購買10本8折160元
10500732,342,本商品單次購買10本8折304元
10500733,180,本商品單次購買10本8折160元
10500734,360,本商品單次購買10本8折320元
10500737,225,本商品單次購買10本8折200元
10500739,225,本商品單次購買10本8折200元
10500740,269,本商品單次購買10本8折239元
10500741,288,本商品單次購買10本8折256元
10500742,179,本商品單次購買10本8折159元
10500743,270,本商品單次購買10本8折240元
10500744,179,本商品單次購買10本8折159元
10500745,99,本商品單次購買10本8折88元
10500746,288,本商品單次購買10本8折256元
10500747,432,本商品單次購買10本8折384元
10500753,360,本商品單次購買10本8折320元
10500760,675,本商品單次購買10本8折600元
10500762,360,本商品單次購買10本8折320元
10500764,308,2021/12/07
10500766,360,本商品單次購買10本8折320元
10500767,360,本商品單次購買10本8折320元
10500768,360,本商品單次購買10本8折320元
10500769,360,本商品單次購買10本8折320元
10500773,238,本商品單次購買10本9折225元
10500774,209,本商品單次購買10本9折198元
10500776,324,本商品單次購買10本8折288元
10500779,359,本商品單次購買10本8折319元
10500780,198,2021/12/12
10500782,252,本商品單次購買10本8折224元
10500784,342,本商品單次購買10本8折304元
10500785,342,本商品單次購買10本8折304元
10500786,342,本商品單次購買10本8折304元
10500787,342,本商品單次購買10本8折304元
10500788,216,本商品單次購買10本8折192元
10500789,342,本商品單次購買10本8折304元
10500790,342,本商品單次購買10本8折304元
10500791,342,本商品單次購買10本8折304元
10500794,342,本商品單次購買10本8折304元
10500795,540,本商品單次購買10本8折480元
10500796,540,本商品單次購買10本8折480元
10500797,405,本商品單次購買10本8折360元
10500799,342,本商品單次購買10本8折304元
10500800,342,本商品單次購買10本8折304元
10500801,216,本商品單次購買10本8折192元
10500803,252,本商品單次購買10本8折224元
10500804,179,本商品單次購買10本8折159元
10500805,209,本商品單次購買10本9折198元
10500806,585,本商品單次購買10本8折520元
10500807,252,本商品單次購買10本8折224元
10500808,540,本商品單次購買10本8折480元
10500809,198,本商品單次購買10本85折187元
10500810,252,本商品單次購買10本8折224元
10500812,495,本商品單次購買10本85折468元
10500813,270,本商品單次購買10本8折240元
10500814,179,本商品單次購買10本8折159元
10500816,435,本商品單次購買10本9折412元
10500817,270,本商品單次購買10本8折240元
10500819,342,本商品單次購買10本8折304元
10500820,315,本商品單次購買10本8折280元
10500822,270,本商品單次購買10本8折240元
10500823,225,本商品單次購買10本8折200元
10500824,618,本商品單次購買10本9折585元
10500825,57,2022/01/10
10500826,86,本商品單次購買10本8折76元
10500827,198,本商品單次購買10本8折176元
10500828,86,本商品單次購買10本8折76元
10500829,89,本商品單次購買10本8折79元
10500832,523,本商品單次購買10本9折495元
10500833,86,本商品單次購買10本8折76元
10500834,86,本商品單次購買10本8折76元
10500835,238,本商品單次購買10本9折225元
10500836,108,本商品單次購買10本8折96元
10500837,86,本商品單次購買10本8折76元
10500838,315,本商品單次購買10本8折280元
10500839,360,本商品單次購買10本8折320元
10500840,180,本商品單次購買10本8折160元
10500841,86,本商品單次購買10本8折76元
10500846,81,本商品單次購買10本8折72元
10500848,270,本商品單次購買10本8折240元
10500850,288,本商品單次購買10本8折256元
10500851,198,本商品單次購買10本8折176元
10500853,365,本商品單次購買10本85折344元
